month,商品名,備考
2023-12,S-14 E6系 新幹線 こまち 連結仕様
2024-12,S-03 E5系 新幹線 はやぶさ（連結仕様）
2024-01,TS-22 プラレールニア
2024-01,TS-08 プラレールレベッカ
